Leaderboard name,#Empty leaderboards (non-pwc),Downloadable format,Evaluation workflows (non-pwc),Organization strategies (non-pwc),Platforms,Platforms with model linkage (non-pwc),Presentation formats (non-pwc),Publication venues,Release organizations (non-pwc),Submission channels (non-pwc),Participatory models,Evaluation metrics (pwc),Organization strategies,Release organizations,Supported benchmarks,#Supported benchmark,#Presentation format,#Organization strategy,#Release organization,#Host platform,#Evaluation record,#Participatory model,#Leaderboard,#Evaluation metric (pwc)
PIQA,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['AAAI'],[],set(),"['LLaMA 2 70B', 'Chinchilla 70B', 'FLAN 137B', 'LaMini-GPT2-XL', 'LLaMA 33B', 'OPT-175B', 'LLaMA 65B', 'Mistral 7B', 'LLaMA 7B', 'bloom', 'PaLM 2-S', 'T5-large', 'LLaMA 2 13B', 'Gopher 280B', 'GPT2-XL', 'LaMini-Flan-T5 large', 'Open-LLaMA-3B-v2', 'GPT-3 175B', 'LLaMA 2 34B', 'Bloomberg GPT', 'OPT 66B', 'FLAN-T5-large', 'PaLM 2-L', 'LLaMA 13B', 'Sheared-LLaMA-2.7B', 'Sheared-LLaMA-1.3B', 'BLOOM 176B', 'PaLM 2-M', 'GPT-NeoX', 'LLaMA 2 7B', 'SparseGPT', 'MT-NLG 530B']",['accuracy'],{'Task'},{'Papers With Code'},['PIQA'],1.0,2.0,1.0,1.0,1.0,36.0,32.0,2.0,1.0
PIQA,,['CSV'],['6'],[],['independent platform'],yes,"{'independent platform': ['Sortable Table', 'Scatter Plot']}",['AAAI'],['Allen Institute for AI'],{'Submission Portal'},"['Anonymous', 'DeBERTa Large', 'UnifiedQA', 'Roberta Ensemble - Large', 'Anony', 'Test', 'BERT Large Finetuning', 'RoBERTa w. CNQA', 'UNICORN', 'UnifiedQA-3b + Structured Knowledge', 'anonymous', 'Commonsense Verifier + Unicorn', 'Roberta Finetuned', 'piqa team roberta lr1e-6 epoch6 valacc75.79', 'GPT', 'UQA-large', 'McQueen PhysicalIQA + BERTv2', 'HighOrderGN + RoBERTa', 'ACROSS Model V2', 'PaLM Zero-shot CoT', 'commonsense', 'Roberta Ensemble', 'proton', 'McQueen PhysicalIQA + BERT', 'UL Test', 'Roberta + knowledge', 'piqa', 'Albert + KG', 'McQueen + RoBerta', 'DeBERTa-MTL', 'RoBERTa Large Finetuning']",set(),[],{'Allen Institute for AI'},['PIQA'],1.0,2.0,0.0,1.0,1.0,38.0,31.0,1.0,
PMC-VQA,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['report'],[],set(),"['Open-Flamingo', 'BLIP-2', 'MedVInT', 'PMC-CLIP']","['accuracy', 'bleu-1']",{'Task'},{'Papers With Code'},['PMC-VQA'],1.0,2.0,1.0,1.0,1.0,11.0,4.0,3.0,2.0
PortraitMode-400,,[],['2'],"['Algorithm', 'Dataset Slice']",['independent platform'],,{'independent platform': ['Table Screenshot']},['report'],"['Bytedance', 'ReLER Lab: Our Team | University of Technology Sydney', 'Commonwealth Scientific and Industrial Research Organisation', 'Mohamed Bin Zayed University of AI']",set(),"['MViTv2-S', 'Uniformer-S', 'X3D-M']",set(),"['Algorithm', 'Dataset Slice']","{'Bytedance', 'ReLER Lab: Our Team | University of Technology Sydney', 'Commonwealth Scientific and Industrial Research Organisation', 'Mohamed Bin Zayed University of AI'}",['PortraitMode-400'],1.0,1.0,2.0,4.0,1.0,27.0,3.0,3.0,
Powered-by-Intel LLM Leaderboard,,[],['4'],[],['Hugging Face Spaces'],,{'Hugging Face Spaces': ['Sortable Table']},[],['Intel'],{'Submission Portal'},"['Intel/neural-chat-7b-v3', 'Intel/neural-chat-7b-v3-3', 'Intel/neural-chat-7b-v3-2', 'Intel/neural-chat-7b-v3-1']",set(),[],{'Intel'},"['HellaSwag', 'ARC Challenge', 'TruthfulQA', 'GSM8K', 'WinoGrande', 'MMLU']",6.0,1.0,0.0,1.0,1.0,7.0,4.0,1.0,
Program Synthesis Models Leaderboard,,[],['2'],[],['independent platform'],yes,{'independent platform': ['Regular Table']},[],['Accubits'],set(),"['Codegen', 'CodeRL', 'Santacoder', 'Incoder', 'CodeT5', 'Polycoder', 'Codebert', 'Codegeex']",set(),[],{'Accubits'},['Program Synthesis Models Leaderboard'],1.0,1.0,0.0,1.0,1.0,8.0,8.0,1.0,
PromptBench,,[],['2'],"['Task', 'Benchmark Dataset']",['GitHub'],,{'GitHub': ['Regular Table']},['report'],"['Microsoft Research Asia', 'Chinese Academy of Sciences', 'University of Science and Technology of China', 'Carnegie Mellon University']",set(),"['GPT3.5 -Turbo', 'GPT4-1106', 'Avg', 'ChatGPT', 'T5-Large', 'UL2', 'Llama2-13b-chat', 'Vicuna-13b-v1.3', 'GPT-4']",set(),"['Task', 'Benchmark Dataset']","{'University of Science and Technology of China', 'Chinese Academy of Sciences', 'Carnegie Mellon University', 'Microsoft'}","['IWSLT', 'CSQA', 'QASC', 'Boolean Expressions', 'MMLU', 'LastLetterConcat', 'QNLI', 'Valid Parantheses', 'SST-2', 'MRPC', 'QQP', 'GSM8K', 'Tracking Shuffled Objects', 'SQuAD', 'MNLI', 'Date Understanding', 'NumerSense', 'RTE', 'MATH', 'CoLA', 'WNLI', 'MultiUN']",22.0,1.0,2.0,4.0,1.0,23.0,9.0,3.0,
ProtoQA,,['CSV'],['6'],[],['independent platform'],yes,"{'independent platform': ['Sortable Table', 'Scatter Plot']}",['EMNLP'],['Allen Institute for AI'],{'Submission Portal'},"['gpt2', 't5-base_ranked_list_ranked', 'gpt2-myft', 'bart', 'Wrong Predicted Model', 'Baseline Model', 'bard', 'GPT2', 't5-3b', 'gpt2-ranker-loss', 'gpt2-rerank', 'T5-large', 'T5-3B - KEPR', 'poly-rerank', 'BART', 'gpt2+bert', 'GPT2+DeBERTa', 'bart-based', 'anonymous', 'T5+BERT', 'linear-rerank', '5-Shot GPT-3 Davinci', 'rerank-vanilla', 'poly', 'GPT2 - Robust', 'knowledge', 'Finetuned-BART', 'RoBERTa concept retriever', 'BART+FT', 'DPR Enhanced Generation', 'constant-rerank', 'BART + gloss retrieval', 'cosine', 'bart-large', 'gpt2-large-vanilla', 'gpt2-vanilla', 'gpt-roberta', 't5-rerank', 'gpt2-large_knowledge_rerank', 'claude', 'DPR+BART', 'UnifiedQA-bart one answer', 'GPT2+reranker', 'gpt2-rl', 'gpt-ft', '3ep', 'GPT', 'lic', 'GPT-2 FT', 'lcl', 'CoT', 'BART-BBQ', 'GPT-2 FT with ELECTRA reranker', 'Few-shot GPT3 Davinci', 'gpt2-large', 'BART - ADPT', 'polynomial', 't5-large+knowledge', 'GPT-2 - KEPR', 'GPT2+reranker+lemmatize', 'GPT2 + ConceptNet', 't5_finetune_rank', 't5-large-ft', 'gpt+ranker', 'gpt', 'BART-large Fine-tuned', 'BART + sensible gloss', 'gpt2-medium-vanilla', 't5-deberta', 'gpt2-tuned', 'self_consistency', 'gpt3.5', 'gpt2-ft', 'Unicorn2.0', 't5-roberta', 'bert-large', 't5+knowledge', '2ep', 'T5-large + Knowledge + Rerank', 'constant', 'bert1&2', 'gpt-rerank', 'gpt3.5+knowledge', 'GPT2-XL One-shot', 'bert1', 'BART + gloss-based concept retriever', 'GPT2 + T5-3B + reranking', 'gpt2_2', 't5-large_k_1e-4_linear_2ep_ranked_list', 't5-3b-finetuning', 'T5_1', 'BART - Robust', 'T5-3B - Robust', 't5-large_ranked_list_ranked', 'Improved Model', 't5-vanilla', 'T5 Model', 'GPT2-XL TF-IDF One-shot', 'ananyous', 'gpt123', 'GPT2 + Electra Ranker', 'ranker+t5+knowledge', 'linear', 't5_bert', 'GPT-2', 't5 3b', 'GPT2 - KEPR', 'T5-based', 't3-3b ranker', 'gpt2-tuned baseline', 'BART - KEPR', 'T5-11B - ranked answers', 'cosine-rerank', 't5 large+ranker']",set(),[],{'Allen Institute for AI'},['ProtoQA'],1.0,2.0,0.0,1.0,1.0,189.0,114.0,1.0,
PubChemQA,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['report'],[],set(),"['Llama2-7B-chat', 'BioMedGPT-10B']","['bleu-4', 'meator', 'rouge-2', 'bleu-2', 'rouge-l', 'rouge-1']",{'Task'},{'Papers With Code'},['PubChemQA'],1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0
PubMedQA,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['EMNLP'],[],set(),"['Flan-PaLM', 'GAL 120B', 'BLOOM', 'bloom', 'OPT', 'CoT-T5-11B', 'Meditron-70B', 'Codex 5-shot CoT', 'BioGPT-Large', 'BioLinkBERT', 'PaLM', 'BioMedGPT-10B', 'Human Performance', 'BioGPT', 'PubMedBERT uncased', 'BioELECTRA uncased', 'Med-PaLM 2']",['accuracy'],{'Task'},{'Papers With Code'},['PubMedQA'],1.0,2.0,1.0,1.0,1.0,26.0,17.0,2.0,1.0
PubMedQA,,[],['6'],[],['GitHub'],yes,{'GitHub': ['Regular Table']},['EMNLP'],"['University of Pittsburgh', 'Carnegie Mellon University', 'Google']",{'Email'},"['Flan-PaLM', 'GatorTronGPT', 'PubMedGPT', 'GPT-4', 'MEDITRON', 'GPT-3.5 + Z-Code++', 'BioLinkBERT', 'PMC-LLaMA', 'BioELECTRA', 'GPT-4-base', 'DRAGON', 'Human Performance', 'PubMedBERT', 'Palmyra-Med', 'BioBERT', 'AntGLM-Med', 'Galactica', 'Med-PaLM 2', 'Codex']",set(),[],"{'Google', 'Carnegie Mellon University', 'University of Pittsburgh'}",['PubMedQA'],1.0,1.0,0.0,3.0,1.0,21.0,19.0,1.0,
Q-Bench,,['CSV'],['2'],[],"['GitHub', 'Hugging Face Spaces']",,"{'GitHub': ['Sortable Table', 'Regular Table'], 'Hugging Face Spaces': ['Sortable Table']}",['ICLR'],"['Nanyang Technological University', 'Shanghai Jiao Tong University', 'SenseTime']",set(),"['llava_v1.5', 'GPT-4V', 'Qwen-VL', 'Otter-v1', 'llava_v1.5 英文', 'visualglm', 'LLaMA-Adapter-V2', 'Qwen-VL-Plus', 'Kosmos-2', 'internlm-xcomposer-vl 英文', 'NIQE', 'Gemini-Pro', 'Qwen-VL-Max', 'qwen_vl', 'IDEFICS-Instruct', 'mPLUG-Owl', 'mPLUG-Owl2', 'SPHINX', 'llava_v1.5 中文', 'internlm-xcomposer-vl 中文', 'Shikra', 'Fuyu-8B', 'CLIP-ViT-Large-14', 'LLaVA-v1.5', 'BakLLava', 'qwen_vl 中文', 'InstructBLIP', 'MiniGPT-4', 'VisualGLM-6B', 'visualglm 英文', 'visualglm 中文', 'InfiMM', 'LLaVA-v1', 'InternLM-XComposer-VL', 'Emu2-Chat', 'qwen_vl 英文']",set(),[],"{'Nanyang Technological University', 'SenseTime', 'Shanghai Jiao Tong University'}","['LIVE-itw', 'AGIQA-3K', 'LLVisionQA', 'KADID-10K', 'SPAQ', 'LLDescribe', 'LIVE-FB LSVQ', 'KonIQ-10k', 'CGIQA-6K']",9.0,2.0,0.0,3.0,2.0,142.0,36.0,10.0,
QASC,,['CSV'],['6'],[],['independent platform'],yes,"{'independent platform': ['Sortable Table', 'Scatter Plot']}",['AAAI'],['Allen Institute for AI'],{'Submission Portal'},"['Anonymous', 'DeBERTa Large', 'BERT-MCQ', 'DeBERTa + UFO', 'X-Reasoner++', 'KF+ SIR v2', 'UnifiedQA', 'Roberta-large; Two-Step', 'KF+SIR+2 Step', 'UL Test', 'DeBERTa baseline', 'AIR+RoBERTa']",set(),[],{'Allen Institute for AI'},['QASC'],1.0,2.0,0.0,1.0,1.0,17.0,12.0,1.0,
QNLI,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['EMNLP'],[],set(),['bloom'],['accuracy'],{'Task'},{'Papers With Code'},['QNLI'],1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
QQP,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['Post'],[],set(),"['DistilBERT', 'ERNIE 2.0 Large', 'T5-Small', 'RE2', 'bloom', 'SWEM-concat', 'ALBERT', 'BigBird', 'ERNIE 2.0 Base', 'MLM+ subs+ del-span', 'T5-Base', 'T5-3B', '24hBERT', 'SqueezeBERT', 'T5-Large', 'XLNet', 'ELECTRA', 'T5-11B', 'DeBERTa', 'RoBERTa']",['accuracy'],{'Task'},{'Papers With Code'},['QQP'],1.0,2.0,1.0,1.0,1.0,21.0,20.0,2.0,1.0
QuALITY,,[],['6'],[],['GitHub'],yes,{'GitHub': ['Regular Table']},['NAACL'],['New York University'],"{'Questionaire', 'Email'}","['Baseline model: DPR retrieval using questions & RoBERTa-large with intermediate training on RACE', 'Human annotators', 'Baseline model: DPR retrieval using questions & DeBERTaV3-large with intermediate training on RACE', 'CoLISA: DPR & DeBERTaV3-large architecture plus contrastive learning & in-sample attention', 'Baseline model: fastText retrieval using questions & RoBERTa-large', 'Question-only baseline: DeBERTaV3-large', 'Question-only baseline: DeBERTaV3-large with intermediate training on RACE', 'RAPTOR', 'Baseline model: Longformer', 'Baseline model: DPR retrieval using questions & DeBERTaV3-large', 'LongMA: Fine-Tuning TechGPT-7B using QLoRA on QuALITY and RACE subset', 'Baseline model: Longformer with intermediate training on RACE', 'Best-of-20 chain-of-thought, using a 52B-parameter LM', 'CoLISA: DPR & DeBERTaV3-large architecture & contrastive learning']",set(),[],{'New York University'},['QuALITY'],1.0,1.0,0.0,1.0,1.0,14.0,14.0,1.0,
RACE,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['EMNLP'],[],set(),"['Orca 2-7B', 'B10-10-10', 'LLaMA 33B', 'HAT', 'LLaMA 65B', 'DeBERTalarge', 'LLaMA 7B', 'bloom', 'ALBERT', 'Orca 2-13B', 'ALBERTxxlarge+DUMA', 'PaLM 62B', 'GPT-3 175B', 'Bloomberg GPT', 'OPT 66B', 'PaLM 8B', 'LLaMA 13B', 'BLOOM 176B', 'PaLM 540B', 'Megatron-BERT', 'XLNet', 'GPT-NeoX', 'RoBERTa']",['accuracy'],{'Task'},{'Papers With Code'},['RACE'],1.0,2.0,1.0,1.0,1.0,25.0,23.0,2.0,1.0
RAFT,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['NeurIPS'],[],set(),"['Plurality-class', 'GPT-2', 'AdaBoost', 'T-Few', 'GPT-3', 'BART MNLI zero-shot', 'GPT-Neo', 'GPT-3 zero-shot', 'Human']","['tai', 'sot', 'ade', 'tos', 'tc', 'average', 'nis', 'b77', 'ose', 'sri', 'teh', 'over']",{'Task'},{'Papers With Code'},"['Over', 'SRI', 'SOT', 'ToS', 'TweetEval', 'TC', 'ADE Corpus', 'B77', 'OSE', 'NIS', 'TAI']",11.0,2.0,1.0,1.0,1.0,9.0,9.0,1.0,12.0
RAFT,,[],['9'],[],['Hugging Face Spaces'],,{'Hugging Face Spaces': ['Regular Table']},['NeurIPS'],"['Ought', 'Hugging Face', 'Stiftung Neue Verantwortung', 'Nippon Telegraph and Telephone', 'University of Oxford', 'Alan Turing Institute', 'Harvard University', 'Australian Catholic University']",{'Model Card'},"['symb-v1', 'iatp', 'JdistStudent', 'Jdist0', 'AnchorE', 'Anchor_300', 'AuT-Few', 'ccme', 'FLIPPED-Tfew', 'PERFECT', 'PET', 'ada_t', 'sample_test_peft', 'SC-zero-shot', 'ldb1137', 'yiwise', 'AFDA', 'test-submission11B--2', 'tz2pzs', 'GPT-3 zero-shot', 'go', 'Human baseline', 'masf', 'gcompany', 'IAL-602-v2', 'SetFitBase', 'dyk325', 'T0++', 'Surprise', 'does this work', 'test-submission-11b-r', 'snlt', 'miles', 'AdaBoost', 'NLI_V1', '0-shot SC', 'WSIAP', 'HS-tc', 'zs-ca', 'Surprise Classifier', 'SC zs flan-t5', 'mcs1125', 'ftf', 'so337', 'PET-albern-base', 'RealBoazRoy', 'gdragon', 'SetFit300', 'lora-t0-3b', 'T-Few', 'SCARFS', 'GPT-3', '0-shot SC BART', 'Caffrey', 'NLI_ZS', 'EXP3-FLAD-3B', 'cdrom', 'T0++ zero-shot', 'Fluffy', 'anchor', 'BART MNLI zero-shot', 'GPT-Neo', 'EXP3-FLAD-3B-Ensemble', 'SetFit', 'UCB1-FLAD-3B', 'AG-tt', 'IAL-602', 'Plurality-class', 'GPT-2', 'AG-mb', 'PET_NLI', 'UCB1-FLAD-3B-Ensemble', 'SetFitCentroid']",set(),[],"{'Ought', 'Stiftung Neue Verantwortung', 'Nippon Telegraph and Telephone', 'Harvard University', 'Hugging Face', 'Alan Turing Institute', 'University of Oxford', 'Australian Catholic University'}","['Over', 'SRI', 'SOT', 'ToS', 'TweetEval', 'TC', 'ADE Corpus', 'B77', 'OSE', 'NIS', 'TAI']",11.0,1.0,0.0,8.0,1.0,81.0,73.0,1.0,
RareAct,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['report'],[],set(),"['🦩 Flamingo', 'CLIP', 'HT100M S3D']",['mwap'],{'Task'},{'Papers With Code'},['RareAct'],1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0
ReCoRD,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['report'],[],set(),"['SKG-BERT', 'GPT 3', 'T5-11B', 'GraphBert', 'FLAN 137B zero-shot', 'PaLM 2-S', 'GESA', 'BERT-Base', 'DCReader+BERT', 'XLNet + MTL + Verifier', 'LUKE-Graph', 'AlexaTM 20B', 'Bloomberg GPT', 'OPT 66B', 'GraphBert-NELL', 'PaLM 2-L', 'BLOOM 176B', 'PaLM 540B', 'DeBERTa-1.5B', 'LUKE', 'KELM', '{SKG-NET}', 'CSRLM', 'N-Grammer', 'KT-NET', 'GPT-NeoX', 'PaLM 2-M', 'GraphBert-WordNet']","['exact match', 'f1']",{'Task'},{'Papers With Code'},"['CNN DM', 'Internet Archive']",2.0,2.0,1.0,1.0,1.0,30.0,28.0,1.0,2.0
Red-Eval,,[],['2'],[],['GitHub'],,{'GitHub': ['Regular Table']},['report'],['Singapore University of Technology and Design'],set(),"['Starling', 'Llama2-FT-7B', 'Vicuna-FT-7B', 'StableBeluga-13B', 'Average', 'ChatGPT', 'GPT-4', 'StableBeluga-7B', 'Vicuna-13B', 'Vicuna-7B']",set(),[],{'Singapore University of Technology and Design'},"['DangerousQA', 'HarmfulQA']",2.0,1.0,0.0,1.0,1.0,11.0,10.0,1.0,
RefCOCO,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['EMNLP'],[],set(),"['MDETR-ENB3', 'PolyFormer-B', 'RefTR-PT', 'UNITER-L', 'UNINEXT-H', 'Deformerable-MDETR', 'MDETR ENB3', 'RefTR', 'PolyFormer-L', 'ONE-PEACE', 'OFA', 'VILLA-large', 'TransVG', 'DQ-DETR']","['accuracy', 'test b', 'test a', 'val']",{'Task'},{'Papers With Code'},['RefCOCO'],1.0,2.0,1.0,1.0,1.0,27.0,14.0,3.0,4.0
ReForm-Eval,,[],['7'],[],['GitHub'],,{'GitHub': ['Regular Table']},['report'],"['Fudan University', 'Northeastern University', 'Alibaba Group', 'Hong Kong University of Science and Technology']",{'Email'},"['BLIP-2', 'IB-LLM', 'Cheetor_V', 'BLIVA', 'PandaGPT', 'LLaVA_L2', 'Shikra', 'Cheetor_L2', 'Lynx', 'LLaVA_V', 'LA-V2', 'MiniGPT4', 'mmGPT', 'InstructBLIP_V', 'mPLUG-Owl', 'InstructBLIP_F']",set(),[],"{'Alibaba Group', 'Fudan University', 'Northeastern University', 'Hong Kong University of Science and Technology'}","['ViQuAE', 'SROIE', 'OK-VQA', 'WikiHow', 'ImageNet-1K', 'Flickr30K', 'OCR-VQA', 'ImageNetVC', 'ScienceQA', 'FUNSD', 'COCO-Text', 'VizWiz', 'A-OKVQA', 'MOCHEG', 'CIFAR-10', 'DocVQA', 'CLEVR', 'POIE', 'Winoground', 'MEDIC', 'Pets37', 'IC', 'RefCOCO', 'SNLI-VE', 'VSR', 'Flowers102', 'WordArt', 'NoCaps', 'TextOCR', 'MP3D', 'MSCOCO', 'VQA', 'VisDial', 'CUTE80', 'TDIUC', 'GQA', 'Whoops', 'IIIT5K', 'TextVQA', 'TextCaps']",40.0,1.0,0.0,4.0,1.0,16.0,16.0,1.0,
Robust (2004),,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['TREC'],[],set(),"['Anserini BM25+RM3', 'SNRM-PRF', 'Vanilla BERT', 'BERT-SumP', 'NPRF-DRMM', 'PARADE', 'BERT-MaxP', 'BERT FT', 'KNRM', 'BERT-FirstP', 'SNRM', 'QL', 'FNRM-Rank_Embed', 'FNRM-RankProb_Embed', 'POSIT-DRMM-MV', 'NPRF-KNRM', 'CEDR-KNRM', 'monoT5-3B', 'PACRR', 'DRMM']","['map', 'ndcg@20', 'precision@20']",{'Task'},{'Papers With Code'},['Robust'],1.0,2.0,1.0,1.0,1.0,21.0,20.0,1.0,3.0
RoleEval,,[],['6'],"['Dataset Slice', 'Supported Language']",['GitHub'],,{'GitHub': ['Regular Table']},['report'],"['Tianjin University', 'China Academy of Information and Communications Technology']",{'Email'},"['Baichuan2-7B', 'Skywork-13B', 'Chinese-LLaMA-2-13B', 'Baichuan-NPC-Lite', 'LLaMA-2-7B', 'RoleEval-Global', 'Qwen-7B', 'LLaMA-65B', 'Qwen-14B', 'Falcon-7B', 'LLaMA-2-70B', 'MiniMax', 'Chinese-LLaMA-2-7B', 'Baichuan-NPC-Turbo', 'GPT-3.5-0613', 'ChatGLM3-6B', 'Baichuan2-13B', 'LLaMA-7B', 'Yi-34B', 'LLaMA-2-13B', 'LLaMA-13B', 'Mistral-7B', 'Model', 'GPT-3.5-1106', 'Qwen-72B', 'GPT-4-0613', 'LLaMA-30B', 'Yi-6B', 'Falcon-40B', 'GPT-4-1106']",set(),"['Dataset Slice', 'Supported Language']","{'China Academy of Information and Communications Technology', 'Tianjin University'}",['RoleEval'],1.0,1.0,2.0,2.0,1.0,138.0,30.0,4.0,
RTE,,[],['nan'],[],['Papers With Code'],,"{'Papers With Code': ['Sortable Table', 'Scatter Plot']}",['TAC'],[],set(),"['DeBERTaV3large', 'Vector-wise', 'DistilBERT', 'ERNIE 2.0 Large', 'BERT-LARGE', 'FLAN 137B zero-shot', 'bloom', 'AlexaTM 20B', 'OPT-IML 175B', 'ERNIE 2.0 Base', 'SMART', 'Bloomberg GPT', 'MLM+ del-span', 'ERNIE', 'Adv-RoBERTa ensemble', '24hBERT', 'PaLM 540B', 'DeBERTa-1.5B', 'T5', 'OPT-IML 1.3B', 'Neo-6B', 'RoBERTa', 'OPT-IML 30B', 'RealFormer', 'MUPPET Roberta Large', 'EFL', 'T5-Small', 'SpanBERT', 'data2vec', 'GPT-NeoX', 'PaLM 2-S', 'ALBERT', 'BigBird', 'OPT 30B', 'FNet-Large', 'GPT-3 175B', 'SMART-BERT', 'SMARTRoBERTa', 'OPT 66B', 'T5-Base', 'TinyBERT', 'PaLM 2-L', 'T5-3B', 'OPT 175B', 'OPT 1.3B', 'SqueezeBERT', 'BLOOM 176B', 'PaLM 2-M', 'T5-Large', 'N-Grammer', 'XLNet', 'ELECTRA', 'T5-11B']",['accuracy'],{'Task'},{'Papers With Code'},['RTE'],1.0,2.0,1.0,1.0,1.0,56.0,53.0,2.0,1.0
Safety Prompts,,[],['6'],['Dataset Slice'],['independent platform'],yes,{'independent platform': ['Regular Table']},['report'],['Tsinghua University'],{'Submission Portal'},"['text-davinci-001', 'ChatYuan', 'text-davinci-002', 'BLOOM', 'ChatGPT', 'MOSS-RLHF', 'davinci', 'OPD', 'MiniChat', 'text-davinci-003', 'CubeLM', 'BELLE', 'ChatGLM', 'MOSS-SFT']",set(),['Dataset Slice'],{'Tsinghua University'},['Safety Prompts'],1.0,1.0,1.0,1.0,1.0,20.0,14.0,2.0,
SafetyBench,,[],['6'],"['Dataset Slice', 'Supported Language']","['GitHub', 'independent platform']",yes,"{'independent platform': ['Regular Table'], 'GitHub': ['Bar Chart']}",['report'],"['Tsinghua University', 'Northwest Minzu University', 'Peking University', 'China Mobile']",{'Submission Portal'},"['Baichuan-chat-13B', 'internlm-chat-7B', 'ChatGLM2-lite', 'internlm-chat-7B-v1.1', 'WizardLM-13B-v1.2', 'Llama2-chat-13B', 'Baichuan2-chat-13B', 'text-davinci-003', 'WizardLM-7B-v1.0', 'gpt-3.5-turbo-0613', 'ChatGLM2-6B', 'Qwen（通义千问）', 'openchat-13B-v3.2', 'Vicuna-33B-v1.3', 'Qwen-chat-7B', 'Llama2-Chinese-chat-13B', 'flan-t5-xxl', 'Vicuna-13B-v1.5', 'Llama2-Chinese-chat-7B', 'Vicuna-7B-v1.5', 'Random', 'GPT-4-0613', 'Llama2-chat-7B', 'ErnieBot（文心一言）', 'ChatGLM2（智谱清言）']",set(),"['Dataset Slice', 'Supported Language']","{'Peking University', 'China Mobile', 'Tsinghua University', 'Northwest Minzu University'}",['SafetyBench'],1.0,2.0,2.0,4.0,2.0,49.0,25.0,3.0,
